Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Interest on capital of the deceased partner is calculated on:,Opening balance of Capital + Additional Capital,Closing balance of Capital,Share of Goodwill,Share of Reserve,Opening balance of Capital + Additional Capital
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's salary is calculated:,For the whole year,Up to the date of his death,Till the next accounting year,Not calculated at all,Up to the date of his death
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Profit & Loss Suspense Account is a ________ account created to record interim profit.,Permanent,Temporary,Personal,Real,Temporary
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Which section of the Partnership Act gives the executor the right to claim subsequent profits?,Section 30,Section 32,Section 37,Section 40,Section 37
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"In the absence of an agreement, interest on the unpaid balance to the executor is:",5% p.a.,6% p.a.,10% p.a.,12% p.a.,6% p.a.
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The right to claim either 6% interest or share of subsequent profit is at the option of the:,Surviving Partners,Court,Executor / Legal Heir,Bank,Executor / Legal Heir
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Decrease in the value of stock is ________ to Revaluation A/c.,Debited,Credited,Ignored,Added,Debited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Bad debts recovered (previously written off) are ________ to Revaluation A/c.,Debited,Credited,Ignored,Deducted,Credited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Decrease in RDD (Provision for Doubtful Debts) is a ________ and credited to Revaluation A/c.,Loss,Gain,Expense,Liability,Gain
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Executor's Loan A/c is transferred to the ________ side of the new Balance Sheet.,Asset,Liability,Debit,Credit,Liability
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"In the books of the firm, 'Deceased Partner's Executor A/c' is a ________ Account.",Real,Nominal,Personal,Valuation,Personal
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's drawing is ________ to his Capital Account.,Debited,Credited,Ignored,Multiplied,Debited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"On the death of a partner, his Capital Account is prepared mainly to find out:",The profit of the firm,The loss of the firm,The final claim payable to his executor,The new capital of surviving partners,The final claim payable to his executor
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The gaining ratio is calculated only when there is a change in the ________ among surviving partners.,Profit Sharing Ratio,Capital Ratio,Number of employees,Location of business,Profit Sharing Ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Average profit is calculated by dividing total profit by:,Number of partners,Number of years,12 months,365 days,Number of years
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"When a partner dies, the partnership ________ comes to an end.",Agreement (Deed),Business,Assets,Liabilities,Agreement (Deed)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Revaluation Account is a ________ Account.,Real,Personal,Nominal,Representative Personal,Nominal
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Undistributed profit or loss belongs to:,All partners,Surviving partners only,Deceased partner only,Government,All partners
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If no specific instruction is given, the proceeds of Joint Life Policy are shared by:",All partners in Old Ratio,All partners in New Ratio,Surviving partners in Gaining Ratio,Deceased partner only,All partners in Old Ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Profit & Loss Suspense Account is used because:,Final accounts are not prepared on date of death,The firm wants to hide profits,It is a government rule,The executor asks for it,Final accounts are not prepared on date of death
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Two common bases to calculate interim profit are:,Cash basis and Accrual basis,Time basis and Turnover (Sales) basis,Fixed basis and Fluctuating basis,Real basis and Nominal basis,Time basis and Turnover (Sales) basis
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The 'Turnover Basis' for calculating profit uses ________ to estimate the profit.,Time (Months),Sales (Turnover),Purchases,Capital,Sales (Turnover)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Interest on deceased partner's loan is calculated till the date of:,His death,Year end,Final payment to the executor,Admission of new partner,Final payment to the executor
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The balance of the continuing partners' capital is shown in the:,New Balance Sheet,Profit & Loss Account,Trading Account,Revaluation Account,New Balance Sheet
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The legal heir (executor) receives the final settlement amount from the:,Deceased Partner's Capital Account / Executor's Account,Suspense Account,Revaluation Account,Cash Account of surviving partners,Deceased Partner's Capital Account / Executor's Account
BK,Chapter 6 : Dissolution of Partnership Firm,Dissolution of a partnership firm means:,Admission of a new partner,Retirement of a partner,Complete closure of the business of the firm,Change in profit sharing ratio,Complete closure of the business of the firm
BK,Chapter 6 : Dissolution of Partnership Firm,"On dissolution of a firm, which of the following accounts is opened to close the books of accounts?",Revaluation Account,Realisation Account,Profit and Loss Adjustment Account,Suspense Account,Realisation Account
BK,Chapter 6 : Dissolution of Partnership Firm,Realisation Account is a _________ Account.,Personal,Real,Nominal,Representative Personal,Nominal
BK,Chapter 6 : Dissolution of Partnership Firm,"At the time of dissolution, all the assets (excluding cash/bank and fictitious assets) are transferred to the Realisation Account at their:",Market Value,Book Value,Realisable Value,Agreed Value,Book Value
BK,Chapter 6 : Dissolution of Partnership Firm,"When assets are transferred to the Realisation Account, the entry is:",Realisation A/c Dr. To Assets A/c,Assets A/c Dr. To Realisation A/c,Capital A/c Dr. To Assets A/c,Cash A/c Dr. To Assets A/c,Realisation A/c Dr. To Assets A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Outside liabilities are transferred to the _________ side of the Realisation Account.,Debit,Credit,Asset,Liability,Credit
BK,Chapter 6 : Dissolution of Partnership Firm,Which of the following is NOT transferred to the Realisation Account?,Sundry Debtors,Machinery,Cash/Bank Balance,Creditors,Cash/Bank Balance
BK,Chapter 6 : Dissolution of Partnership Firm,Accumulated profits and General Reserve are transferred to:,Realisation Account,Cash/Bank Account,Partners' Capital Accounts,Partners' Loan Accounts,Partners' Capital Accounts
BK,Chapter 6 : Dissolution of Partnership Firm,Fictitious assets like Preliminary Expenses or Profit & Loss A/c (Debit Balance) are transferred to:,Debit side of Realisation A/c,Credit side of Realisation A/c,Debit side of Partners' Capital A/c,Credit side of Partners' Capital A/c,Debit side of Partners' Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Provision for Doubtful Debts (RDD) appearing in the Balance Sheet is transferred to the _________ side of the Realisation Account.,Debit,Credit,Asset,Liability,Credit
BK,Chapter 6 : Dissolution of Partnership Firm,Sundry Debtors are transferred to the Realisation Account at their:,Gross Value (before deducting RDD),Net Value (after deducting RDD),Realisable Value,Market Value,Gross Value (before deducting RDD)
BK,Chapter 6 : Dissolution of Partnership Firm,"On dissolution, Partner’s Loan to the firm is:",Transferred to Realisation A/c,Paid off after outside liabilities but before capital,Transferred to Capital A/c,Ignored,Paid off after outside liabilities but before capital
BK,Chapter 6 : Dissolution of Partnership Firm,Partner’s Wife’s Loan is treated as:,Internal Liability,Outside Liability (transferred to Realisation A/c),Partner's Capital,Partner's Loan,Outside Liability (transferred to Realisation A/c)
BK,Chapter 6 : Dissolution of Partnership Firm,"When assets are sold for cash on dissolution, the journal entry is:",Realisation A/c Dr. To Cash/Bank A/c,Cash/Bank A/c Dr. To Realisation A/c,Cash/Bank A/c Dr. To Assets A/c,Capital A/c Dr. To Assets A/c,Cash/Bank A/c Dr. To Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"When an asset is taken over by a partner, the account debited is:",Realisation A/c,Cash/Bank A/c,Partner's Capital A/c,Asset A/c,Partner's Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If a creditor takes over an asset of the firm in full settlement of his claim, the entry passed is:","Debit Realisation A/c, Credit Cash A/c","Debit Cash A/c, Credit Realisation A/c","Debit Partner's Capital A/c, Credit Realisation A/c",No journal entry is passed,No journal entry is passed
BK,Chapter 6 : Dissolution of Partnership Firm,"When an unrecorded asset is realised (sold), it is credited to:",Capital Account,Cash Account,Realisation Account,Unrecorded Asset Account,Realisation Account
BK,Chapter 6 : Dissolution of Partnership Firm,"When outside liabilities are paid off by the firm, the account debited is:",Liabilities Account,Cash/Bank Account,Realisation Account,Capital Account,Realisation Account
BK,Chapter 6 : Dissolution of Partnership Firm,"If a partner agrees to pay off a liability of the firm, the account credited is:",Cash/Bank A/c,Realisation A/c,Liability A/c,Partner's Capital A/c,Partner's Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Dissolution expenses (Realisation expenses) paid by the firm are debited to:,Cash/Bank A/c,Partners' Capital A/c,Realisation A/c,Deficit A/c,Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If realisation expenses are to be borne by a partner but paid by the firm, the entry is:",Realisation A/c Dr. To Cash/Bank A/c,Partner's Capital A/c Dr. To Cash/Bank A/c,Cash/Bank A/c Dr. To Partner's Capital A/c,No entry,Partner's Capital A/c Dr. To Cash/Bank A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Any unrecorded liability paid at the time of dissolution is debited to:,Capital A/c,Unrecorded Liability A/c,Realisation A/c,Cash/Bank A/c,Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If nothing is mentioned about the realisation of an intangible asset (like goodwill), its value is:",Book Value,Nil (Zero),Market Value,Cost Price,Nil (Zero)
BK,Chapter 6 : Dissolution of Partnership Firm,"If nothing is mentioned about the payment of an outside liability, it is assumed to be paid at:",Market Value,Nil,Book Value,Discounted Value,Book Value
BK,Chapter 6 : Dissolution of Partnership Firm,The balance of Realisation Account shows:,Cash in hand,Profit or Loss on Realisation,Total Capital,Total Liabilities,Profit or Loss on Realisation
BK,Chapter 6 : Dissolution of Partnership Firm,Profit or Loss on Realisation is transferred to Partners' Capital Accounts in their:,Capital Ratio,Equal Ratio,Profit Sharing Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 6 : Dissolution of Partnership Firm,"If a partner's Capital A/c shows a debit balance and he brings in cash, the account credited is:",Realisation A/c,Partner's Capital A/c,Cash/Bank A/c,Deficiency A/c,Partner's Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,The final settlement of a partner's claim is recorded by:,Debiting Realisation A/c and Crediting Cash A/c,Debiting Partner's Capital A/c and Crediting Cash/Bank A/c,Debiting Cash/Bank A/c and Crediting Partner's Capital A/c,Debiting Cash/Bank A/c and Crediting Realisation A/c,Debiting Partner's Capital A/c and Crediting Cash/Bank A/c
BK,Chapter 6 : Dissolution of Partnership Firm,A person whose liabilities are more than his assets and is unable to pay his debts is called:,Solvent,Insolvent,Creditor,Debtor,Insolvent
BK,Chapter 6 : Dissolution of Partnership Firm,The debit balance of an insolvent partner's capital account is called:,Surplus,Profit,Capital Deficiency,Liability,Capital Deficiency
BK,Chapter 6 : Dissolution of Partnership Firm,The capital deficiency of an insolvent partner is borne by:,Government,Court,Solvent Partners,Creditors,Solvent Partners
BK,Chapter 6 : Dissolution of Partnership Firm,Capital deficiency of an insolvent partner is shared by solvent partners in their:,Capital Ratio,Profit Sharing Ratio,Equal Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 6 : Dissolution of Partnership Firm,Compulsory dissolution of a firm takes place when:,All partners become insolvent,All except one partner become insolvent,Business becomes illegal,All of the above,All of the above
BK,Chapter 6 : Dissolution of Partnership Firm,Private personal property can be utilized for firm's debts because partner's liability is:,Limited,Joint and Several (Unlimited),Restricted,Zero,Joint and Several (Unlimited)
BK,Chapter 6 : Dissolution of Partnership Firm,"If all partners become insolvent, the creditors of the firm are paid:",In full,Nothing,Proportionately (as per available cash),By the government,Proportionately (as per available cash)
BK,Chapter 6 : Dissolution of Partnership Firm,Deficiency of all partners when all are insolvent is transferred to:,Realisation A/c,Deficiency A/c,Suspense A/c,Capital A/c,Deficiency A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Dissolution by Court may happen when a partner:,Becomes of unsound mind,Resigns voluntarily,Asks for accounts,Retires,Becomes of unsound mind
BK,Chapter 6 : Dissolution of Partnership Firm,"At the end of the dissolution process, which account must tally?",Realisation Account,Cash/Bank Account,Partners' Capital Account,Deficit Account,Cash/Bank Account
BK,Chapter 6 : Dissolution of Partnership Firm,Contingency Reserve appearing in the Balance Sheet is transferred to:,Realisation A/c,Cash A/c,Partners' Capital A/c,Liability A/c,Partners' Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Partner's Current Account balance is closed by transferring it to:,Cash/Bank A/c,Realisation A/c,Partner's Capital A/c,Partner's Loan A/c,Partner's Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"When a firm is dissolved, the first payment out of available cash is made for:",Partner's Capital,Partner's Loan,Realisation Expenses,Outside Liabilities,Realisation Expenses
BK,Chapter 6 : Dissolution of Partnership Firm,"After paying realisation expenses, the next preference for payment is given to:",Partner's Capital,Partner's Loan,Outside Liabilities,General Reserve,Outside Liabilities
BK,Chapter 6 : Dissolution of Partnership Firm,Which of the following is an outside liability?,Partner's Loan,Partner's Capital,Bank Overdraft,General Reserve,Bank Overdraft
BK,Chapter 6 : Dissolution of Partnership Firm,Loss on Realisation is _________ to Partners' Capital Accounts.,Credited,Debited,Added,Ignored,Debited
BK,Chapter 6 : Dissolution of Partnership Firm,"If private assets are ?50,000 and private liabilities are ?40,000, the firm recovers:","?50,000","?40,000","?10,000",Nil,"?10,000"
BK,Chapter 6 : Dissolution of Partnership Firm,Investment Fluctuation Fund appearing on the liability side is transferred to:,Credit side of Realisation A/c,Debit side of Realisation A/c,Partners' Capital A/c,Cash A/c,Credit side of Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If an asset is taken over by a partner at a discounted value, the entry is made at:",Book Value,Agreed Discounted Value,Market Value,Zero,Agreed Discounted Value
BK,Chapter 6 : Dissolution of Partnership Firm,The term 'Realisation' basically means:,Purchasing new assets,Converting assets into cash,Taking loan from bank,Admitting a partner,Converting assets into cash
BK,Chapter 6 : Dissolution of Partnership Firm,A partnership firm may be dissolved by agreement between:,Partners and Creditors,All the partners,Partners and Bank,Partners and Customers,All the partners
BK,Chapter 6 : Dissolution of Partnership Firm,"Under Dissolution, Bills Payable is transferred to the:",Debit side of Realisation A/c,Credit side of Realisation A/c,Partner's Capital A/c,Cash/Bank A/c,Credit side of Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"When a partner agrees to pay off a creditor of the firm, his capital account is:",Debited,Credited,Ignored,Multiplied,Credited
BK,Chapter 6 : Dissolution of Partnership Firm,Realisation Account is prepared how many times during the lifetime of a firm?,Every year,At the time of admission,At the time of retirement,"Only once, at the time of dissolution","Only once, at the time of dissolution"
BK,Chapter 6 : Dissolution of Partnership Firm,"On dissolution, Goodwill appearing in the Balance Sheet is transferred to:",Partners' Capital A/c,Credit side of Realisation A/c,Debit side of Realisation A/c,Cash A/c,Debit side of Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If nothing is stated about intangible asset realization, it is assumed to realise:",Book value,Nil (Zero),Market value,50% of book value,Nil (Zero)
BK,Chapter 6 : Dissolution of Partnership Firm,"If nothing is mentioned about tangible asset realization, it is assumed to realise:",Book value,Nil (Zero),Double the value,Half the value,Book value
BK,Chapter 6 : Dissolution of Partnership Firm,Which of the following is transferred to the credit side of Realisation Account?,Sundry Debtors,Machinery,Provision for Bad Debts (RDD),Cash Balance,Provision for Bad Debts (RDD)
BK,Chapter 6 : Dissolution of Partnership Firm,"If a partner takes over an unrecorded asset, the journal entry is:",Partner's Capital A/c Dr. To Realisation A/c,Realisation A/c Dr. To Partner's Capital A/c,Cash A/c Dr. To Realisation A/c,No entry,Partner's Capital A/c Dr. To Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,A firm can be dissolved by the court if:,Partner becomes unsound mind,Partner incapable of duties,Business only at a loss,All of the above,All of the above
BK,Chapter 6 : Dissolution of Partnership Firm,A firm is compulsorily dissolved when:,Insolvency of partners,Business becomes unlawful,Both A and B,None of the above,Both A and B
BK,Chapter 6 : Dissolution of Partnership Firm,The first payment out of the firm's realised cash is made for:,Partners' Capital,Realisation Expenses,Partners' Loan,Outside Creditors,Realisation Expenses
BK,Chapter 6 : Dissolution of Partnership Firm,"If firm has Partner's Loan and Outside Creditors, what is paid first?",Partner's Loan,Outside Creditors,Both are paid equally,Partner's Capital,Outside Creditors
BK,Chapter 6 : Dissolution of Partnership Firm,Final payment to partners on dissolution is made after paying:,Realisation Expenses,Outside Liabilities,Outside liabilities and partners' loans,None of the above,Outside liabilities and partners' loans
BK,Chapter 6 : Dissolution of Partnership Firm,The debit balance of an insolvent partner's capital account is known as:,Capital Surplus,Capital Deficiency,Net Loss,Drawings,Capital Deficiency
BK,Chapter 6 : Dissolution of Partnership Firm,Capital deficiency of insolvent partner is borne by solvent partners in their:,Capital Ratio,Profit Sharing Ratio,Equal Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 6 : Dissolution of Partnership Firm,"When ALL partners are insolvent, which accounts are NOT transferred to Realisation A/c?",Sundry Debtors and Stock,Sundry Creditors and Bills Payable,Plant and Machinery,Furniture and Fixtures,Sundry Creditors and Bills Payable
BK,Chapter 6 : Dissolution of Partnership Firm,"When all partners are insolvent, Creditors A/c unpaid balance is transferred to:",Realisation A/c,Capital A/c,Deficiency A/c,Suspense A/c,Deficiency A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Journal entry for personal realization expenses paid by partner from own pocket:,Realisation A/c Dr. To Cash A/c,Partner's Capital A/c Dr. To Cash A/c,No entry in firm books,Cash A/c Dr. To Realisation A/c,No entry in firm books
BK,Chapter 6 : Dissolution of Partnership Firm,Entry if realization expenses paid by firm but to be borne by a partner:,Realisation A/c Dr. To Cash A/c,Partner's Capital A/c Dr. To Cash/Bank A/c,Cash A/c Dr. To Partner's Capital A/c,No entry,Partner's Capital A/c Dr. To Cash/Bank A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"On dissolution, balance of Partner's Current A/c is transferred to:",Realisation A/c,Cash A/c,Partner's Capital A/c,Deficiency A/c,Partner's Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"If unrecorded liability is paid off by the firm, it is debited to:",Capital A/c,Liability A/c,Realisation A/c,Cash A/c,Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Fictitious assets on asset side of balance sheet are:,Debited to Partners' Capital A/c,Credited to Realisation A/c,Debited to Realisation A/c,Credited to Partners' Capital A/c,Debited to Partners' Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Which of the following is an example of a fictitious asset?,Goodwill,Profit & Loss A/c (Debit),Patents,Machinery,Profit & Loss A/c (Debit)
BK,Chapter 6 : Dissolution of Partnership Firm,Treatment of Workmen Compensation Fund if no liability against it:,Credited to Realisation A/c,Debited to Realisation A/c,Credited to Partners' Capital A/c,Added to Cash A/c,Credited to Partners' Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Treatment of Investment Fluctuation Fund on dissolution:,Credited to Partners' Capital A/c,Credited to Realisation A/c,Debited to Realisation A/c,Ignored,Credited to Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Entry for realisation of asset that fetches zero value:,Cash A/c Dr. To Realisation A/c,Realisation A/c Dr. To Asset A/c,No entry is passed,Partner's Capital A/c Dr. To Realisation A/c,No entry is passed
BK,Chapter 6 : Dissolution of Partnership Firm,Sale of assets is recorded on the ________ side of Cash/Bank A/c.,Debit (Receipts),Credit (Payments),Both sides,None of the above,Debit (Receipts)
BK,Chapter 6 : Dissolution of Partnership Firm,Payment of outside liabilities is recorded on the ________ side of Cash/Bank A/c.,Debit,Credit,Top,Bottom,Credit
BK,Chapter 6 : Dissolution of Partnership Firm,Final balance of Capital A/c after adjustments represents:,Profit,Loss,Final amount paid/brought in by partner,Total liabilities,Final amount paid/brought in by partner
BK,Chapter 6 : Dissolution of Partnership Firm,"At the very end, which account automatically tallies?",Realisation A/c,Cash/Bank A/c,Partners' Capital A/c,Profit & Loss A/c,Cash/Bank A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Private assets of insolvent partner first pay:,Firm's liabilities,Private liabilities of partner,Realisation expenses,Bank loan,Private liabilities of partner
BK,Chapter 6 : Dissolution of Partnership Firm,Surplus from private assets after private liabilities pays:,Personal friends,Firm's liabilities,Government taxes,Relatives,Firm's liabilities
BK,Chapter 6 : Dissolution of Partnership Firm,Firm's assets are first used to pay:,Firm's liabilities,Private liabilities,Personal loans,Capital,Firm's liabilities
BK,Chapter 6 : Dissolution of Partnership Firm,Partner's loan account with debit balance is transferred to:,His Capital A/c debit side,Realisation A/c debit side,Cash A/c,Ignored,His Capital A/c debit side
BK,Chapter 6 : Dissolution of Partnership Firm,"Creditor of 10k takes asset of 10k in full settlement, entry:",Cash A/c Dr. To Realisation A/c,Realisation A/c Dr. To Cash A/c,No entry is required,Capital A/c Dr. To Realisation A/c,No entry is required
BK,Chapter 6 : Dissolution of Partnership Firm,"Creditor of 10k takes asset of 8k in full settlement, entry for 2k:",Realisation A/c Dr. To Cash A/c,Cash A/c Dr. To Realisation A/c,No entry is required,Capital A/c Dr. To Cash A/c,No entry is required
BK,Chapter 6 : Dissolution of Partnership Firm,"Creditor of 10k takes asset of 12k and pays 2k cash, cash is credited to:",Creditor's A/c,Asset A/c,Realisation A/c,Capital A/c,Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Which is treated as an outside liability transferred to Realisation A/c?,Partner's Capital,Partner's Loan,Partner's Wife's Loan,General Reserve,Partner's Wife's Loan
BK,Chapter 6 : Dissolution of Partnership Firm,Bad debts recovered (written off in past) are:,Credited to Debtors A/c,Credited to Realisation A/c,Debited to Realisation A/c,Added to Capital A/c,Credited to Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,"On dissolution, 'Provision for Depreciation A/c' is:",Debit Realisation A/c,Credit Realisation A/c,Add to Asset A/c,Deduct from Capital A/c,Credit Realisation A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Two bank accounts are combined into one single Cash/Bank A/c for:,Transferred to Realisation,Settlement,Transferred to Capital,Kept separate,Settlement
BK,Chapter 6 : Dissolution of Partnership Firm,Closing balance of Deficiency A/c when all partners insolvent:,Realisation A/c,Capital A/c,Tallies automatically,Cash A/c,Tallies automatically
BK,Chapter 6 : Dissolution of Partnership Firm,Cash brought in by insolvent partner from private estate credited to:,Realisation A/c,Deficiency A/c,His Capital A/c,Profit & Loss A/c,His Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Insolvent partner's capital deficiency is transferred to:,Solvent Partners' Capital A/c,Realisation A/c,Cash A/c,Loan A/c,Solvent Partners' Capital A/c
BK,Chapter 6 : Dissolution of Partnership Firm,Entry to transfer deficiency of insolvent partner to solvent partners:,Insolvent Dr. To Solvent,Solvent Dr. To Insolvent,Realisation Dr. To Solvent,Cash Dr. To Insolvent,Solvent Dr. To Insolvent
BK,Chapter 6 : Dissolution of Partnership Firm,Dissolution by agreement is provided under Section:,Section 40,Section 41,Section 42,Section 43,Section 40
BK,Chapter 6 : Dissolution of Partnership Firm,Compulsory dissolution is provided under Section:,Section 40,Section 41,Section 42,Section 44,Section 41
BK,Chapter 6 : Dissolution of Partnership Firm,"Business becomes unlawful, firm is dissolved under:",Agreement,Compulsory Dissolution,Contingencies,Court,Compulsory Dissolution
BK,Chapter 6 : Dissolution of Partnership Firm,Automatic dissolution on expiry of term is:,Compulsory,Notice,Contingent Dissolution,Court,Contingent Dissolution
BK,Chapter 6 : Dissolution of Partnership Firm,"Section 48, losses including deficiencies paid first out of:",Capital,Profits,Personal properties,Realisation account,Profits
BK,Chapter 6 : Dissolution of Partnership Firm,Remaining cash residue divided among partners in:,Capital Ratio,Equal Ratio,Profit Sharing Ratio,Random ratio,Profit Sharing Ratio
BK,Chapter 7 : Bills of Exchange ,Dissolution of a partnership firm means:,Admission of a new partner,Retirement of a partner,Complete closure of the business of the firm,Change in profit sharing ratio,Complete closure of the business of the firm
BK,Chapter 7 : Bills of Exchange ,"On dissolution of a firm, which of the following accounts is opened to close the books of accounts?",Revaluation Account,Realisation Account,Profit and Loss Adjustment Account,Suspense Account,Realisation Account
BK,Chapter 7 : Bills of Exchange ,Realisation Account is a _________ Account.,Personal,Real,Nominal,Representative Personal,Nominal
BK,Chapter 7 : Bills of Exchange ,"At the time of dissolution, all the assets (excluding cash/bank and fictitious assets) are transferred to the Realisation Account at their:",Market Value,Book Value,Realisable Value,Agreed Value,Book Value
BK,Chapter 7 : Bills of Exchange ,"When assets are transferred to the Realisation Account, the entry is:",Realisation A/c Dr. To Assets A/c,Assets A/c Dr. To Realisation A/c,Capital A/c Dr. To Assets A/c,Cash A/c Dr. To Assets A/c,Realisation A/c Dr. To Assets A/c
BK,Chapter 7 : Bills of Exchange ,Outside liabilities are transferred to the _________ side of the Realisation Account.,Debit,Credit,Asset,Liability,Credit
BK,Chapter 7 : Bills of Exchange ,Which of the following is NOT transferred to the Realisation Account?,Sundry Debtors,Machinery,Cash/Bank Balance,Creditors,Cash/Bank Balance
BK,Chapter 7 : Bills of Exchange ,Accumulated profits and General Reserve are transferred to:,Realisation Account,Cash/Bank Account,Partners' Capital Accounts,Partners' Loan Accounts,Partners' Capital Accounts
BK,Chapter 7 : Bills of Exchange ,Fictitious assets like Preliminary Expenses or Profit & Loss A/c (Debit Balance) are transferred to:,Debit side of Realisation A/c,Credit side of Realisation A/c,Debit side of Partners' Capital A/c,Credit side of Partners' Capital A/c,Debit side of Partners' Capital A/c
BK,Chapter 7 : Bills of Exchange ,Provision for Doubtful Debts (RDD) appearing in the Balance Sheet is transferred to the _________ side of the Realisation Account.,Debit,Credit,Asset,Liability,Credit
BK,Chapter 7 : Bills of Exchange ,Sundry Debtors are transferred to the Realisation Account at their:,Gross Value (before deducting RDD),Net Value (after deducting RDD),Realisable Value,Market Value,Gross Value (before deducting RDD)
BK,Chapter 7 : Bills of Exchange ,"On dissolution, Partner’s Loan to the firm is:",Transferred to Realisation A/c,Paid off after outside liabilities but before capital,Transferred to Capital A/c,Ignored,Paid off after outside liabilities but before capital
BK,Chapter 7 : Bills of Exchange ,Partner’s Wife’s Loan is treated as:,Internal Liability,Outside Liability (transferred to Realisation A/c),Partner's Capital,Partner's Loan,Outside Liability (transferred to Realisation A/c)
BK,Chapter 7 : Bills of Exchange ,"When assets are sold for cash on dissolution, the journal entry is:",Realisation A/c Dr. To Cash/Bank A/c,Cash/Bank A/c Dr. To Realisation A/c,Cash/Bank A/c Dr. To Assets A/c,Capital A/c Dr. To Assets A/c,Cash/Bank A/c Dr. To Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"When an asset is taken over by a partner, the account debited is:",Realisation A/c,Cash/Bank A/c,Partner's Capital A/c,Asset A/c,Partner's Capital A/c
BK,Chapter 7 : Bills of Exchange ,"If a creditor takes over an asset of the firm in full settlement of his claim, the entry passed is:","Debit Realisation A/c, Credit Cash A/c","Debit Cash A/c, Credit Realisation A/c","Debit Partner's Capital A/c, Credit Realisation A/c",No journal entry is passed,No journal entry is passed
BK,Chapter 7 : Bills of Exchange ,"When an unrecorded asset is realised (sold), it is credited to:",Capital Account,Cash Account,Realisation Account,Unrecorded Asset Account,Realisation Account
BK,Chapter 7 : Bills of Exchange ,"When outside liabilities are paid off by the firm, the account debited is:",Liabilities Account,Cash/Bank Account,Realisation Account,Capital Account,Realisation Account
BK,Chapter 7 : Bills of Exchange ,"If a partner agrees to pay off a liability of the firm, the account credited is:",Cash/Bank A/c,Realisation A/c,Liability A/c,Partner's Capital A/c,Partner's Capital A/c
